Firm,Link,Description,Phone,Address,State,Website,Practice Area
"Hooper Law Offices, P.C.",https://www.us-barassociation.org/firms/detail/b03b82c4e0fa67b1,"Hooper Law Offices, P.C. is a dedicated law firm located in Riverton, Wyoming. Firm established in 1978 by David B. Hooper, who has achieved Martindale-Hubbell's highest rating for ethical standards and legal ability. Litigation oriented practice in all areas of personal injury claims and defense and business disputes.",Phone(s): (307) 856-4331,"115 North 7th East
Riverton, Wyoming
82501", Wyoming,N/A,"Business Law, Estate Planning, Litigation, Personal Injury, Real Estate"
Jenkins Law Office,https://www.us-barassociation.org/firms/detail/846e15eb96b01b26,The Jenkins Law Office is a Domestic Relations and Personal Injury law firm serving people in Sheridan and throughout the state of Wyoming.,Phone(s): (307) 674-8847,"45 East Loucks, Suite 208
Sheridan, Wyoming
82801", Wyoming,N/A,"Business Law, Divorce, Motor Vehicle Accidents, Personal Injury"
Jubin & Zerga LLC,https://www.us-barassociation.org/firms/detail/035212d2cc99cb12,"We are a two-person firm, comprised of Thomas Jubin, Esq. and Elizabeth Zerga, Esq. Unlike many big firms that take on large numbers of cases, we accept only as many clients as we can handle in a personal, individualized way. Thus, we are able to provide the most comprehensive and attentive",Phone(s): (307) 637-4965,"2614 Pioneer Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Employment, Estate Planning, Government, Industry, Litigation"
Kenneth S. Cohen,https://www.us-barassociation.org/firms/detail/ae0fc54624b9ed6b,"The Law Office of Kenneth S. Cohen is an experienced law firm representing clients in the following areas of law: Divorce/Custody; Corporations/LLCs; Real Estate; Business Contracts; Construction Cases; Contract Disputes; and, Drunk Driving/Criminal Law.",Phone(s): (307) 733-4946,"125 E. Pearl, Suite 22
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Criminal Defense, Divorce, Personal Injury, Real Estate"
King & King L.L.C.,https://www.us-barassociation.org/firms/detail/d75df4f4a678927c,"King & King, LLC is a premier law firm located in Jackson, Wyoming. Our diverse practice encompasses Accident and Injury, Business and Real Estate Law, Civil Litigation, Insurance Defense, Construction and Real Estate Litigation, Criminal Law and high asset Family Law. With nearly thirty years experience assisting individuals and business owners throughout Wyoming, King & King, LLC has earned a reputation for unparalleled excellence. Founded by father and son team Floyd R. King and Bret F. King, King & King, LLC prides itself on client focused, results oriented representation, where the ultimate goal is to achieve the best possible outcome for the client.

King & King, LLC has forged a reputation for excellence through its work inside and outside the courtroom. Collectively, our attorneys have over sixty years of experience representing clients in state and federal courts throughout Wyoming. We have litigated many jury and bench trials to verdict, and have extensive success in securing dismissals, acquittals, damages, and settlements for our clients.",Phone(s): (307) 733-2904,"610 West Broadway Avenue
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Commercial Law, Litigation, Real Estate"
"Lathrop & Rutledge, P.C.",https://www.us-barassociation.org/firms/detail/c02cfbaa135e1b06,"Lathrop & Rutledge, P.C. is a dedicated law firm offering a wide range of legal services, in a number of practice areas including litigation, insurance, business planning, estate planning, alternative dispute resolution and local counsel services. Practicing law in Wyoming provides attorneys with the opportunity to gain experience in a number of different areas of the law, and the members Lathrop & Rutledge, P.C., enjoy this diverse practice. We have been privileged to assist many clients faced with the burden of litigation, but we have also had opportunities to assist our clients in a wide variety of business and personal matters outside the courtroom. In addition we have been fortunate to be called upon by many attorneys outside of Wyoming to assist them and their clients with matters occurring in Wyoming.",Phone(s): (307) 632-0554,"1920 Thomas Avenue, Suite 500
Cheyenne, Wyoming
82003", Wyoming,N/A,"Business Law, Employment, Estate Planning, Litigation, Medical Malpractice, Motor Vehicle Accidents, Personal Injury, Real Estate"
Law Office of Douglas R. McLaughlin,https://www.us-barassociation.org/firms/detail/aafa2272b71afaa6,"The Law Office of Douglas R. McLaughlin in Casper, Wyoming, is an experienced firm offering high quality personal service. With more than 30 years of experience, the firm has the experience you can trust for resolving your legal issues. We are well known throughout the Rocky Mountains for our",Phone(s): (307) 577-5151,"1924 East 1st Street
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Estate Planning, Real Estate"
"Law Offices of R. Michael Shickich, LLC",https://www.us-barassociation.org/firms/detail/0c9e29f566f2aef1,"The Law Offices of R. Michael Shickich, LLC is an experienced law firm focusing on injury cases such as auto and truck accidents; wrongful death; and injury cases of all types.",Phone(s): (307) 266-5297,"1204 East Second Street
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Employment, Industry, Litigation, Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
Law Offices of Patrick M. Hunter,https://www.us-barassociation.org/firms/detail/f9a930b5fd2ab0f3,"Law Offices of Patrick M. Hunter handles consumer bankruptcy and business bankruptcy, both liquidations and reorganizations. We also represent creditors and trustees on an occasional basis. We handle matter statewide but emphasis our practice in Natrona, Converse, Johnson, Fremont and Sheridan",Phone(s): (307) 235-1900,"142 M. Park
Casper, Wyoming
82601", Wyoming,N/A,"Bankruptcy, Business Law, Litigation"
Lewis Roca Rothgerber LLP,https://www.us-barassociation.org/firms/detail/da3887fecd0f75f7,"Lewis and Roca, a leading law firm in the Southwest with 180 lawyers, offices in Phoenix, Tucson, Las Vegas, Reno, Albuquerque and Silicon Valley, and thriving practices in litigation, real estate and business transactions, natural resources, gaming, intellectual property, and",Phone(s): (307) 232-0222,"123 West First Street, Suite 200
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Commercial Law, Industry, Litigation, Personal Injury, Real Estate"
"Lonabaugh and Riggs, LLP",https://www.us-barassociation.org/firms/detail/5e4b32afa4c997df,"Lonabaugh and Riggs, LLP is Wyoming's oldest law firm. Founded in 1890, the firm has a long-standing tradition of providing excellent legal services through a general civil practice with emphasis on natural resources, business and commercial law, personal injury, farming and ranching law, and insurance defense litigation. Firm members have extensive administrative and litigation experience, combining aggressive advocacy and a thorough understanding of state-wide practice to best serve each client's needs.",Phone(s): (307) 672-7444,"50 East Loucks Street
Sheridan, Wyoming
82801", Wyoming,N/A,"Business Law, Commercial Law, Employment, Estate Planning, Industry, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
Long Reimer Winegar Beppler LLP,https://www.us-barassociation.org/firms/detail/ef946e9a8ffac5f2,"Long Reimer Winegar Beppler LLP is a regional law firm with offices located in Cheyenne, Jackson, Evanston and Park City, UT. Members of our firm are licensed to practice law in Wyoming, Colorado, Utah, Idaho, Washington and the District of Columbia.

Long Reimer Winegar Beppler LLP concentrates its practice in estate planning and administration, tax planning, business planning, real estate, elder law and family law.",Phone(s): (307) 734-1908,"199 E. Pearl, Suite 101
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Divorce, Estate Planning, Family Law, Health Care & Social, Real Estate"
Long Reimer Winegar Beppler LLP,https://www.us-barassociation.org/firms/detail/fe27ae5a2ce2efba,"Long Reimer Winegar Beppler LLP is a regional law firm with offices located in Cheyenne, Jackson, Evanston and Park City, UT. Members of our firm are licensed to practice law in Wyoming, Colorado, Utah, Idaho, Washington and the District of Columbia.

Long Reimer Winegar Beppler LLP concentrates its practice in estate planning and administration, tax planning, business planning, real estate, elder law and family law.",Phone(s): (307) 746-3424,"1121 Washington Bvld, Suite 102
Newcastle, Wyoming
82701", Wyoming,N/A,"Business Law, Divorce, Estate Planning, Family Law, Health Care & Social, Real Estate"
"MacPherson, Kelly & Thompson, LLC",https://www.us-barassociation.org/firms/detail/31e4bf0e1aeab16b,"MacPherson, Kelly & Thompson, LLC, is a dedicated law firm providing legal representation in the following areas of practice: General Civil Trial Practice in all State and Federal Courts, Banking, Employment, Insurance, Real Estate, Ranching and Agriculture, Estate Planning and Probate, Elder Law, Natural Resource Law, Water Rights, Mining, Oil and Gas, Administrative, Personal Injury Law, Corporate, Contract, Construction Law, Business, Commercial, School and Municipal Law.",Phone(s): (307) 324-2713,"616 West Buffalo
Rawlins, Wyoming
82301", Wyoming,N/A,"Business Law, Commercial Law, Employment, Estate Planning, Family Law, Government, Litigation, Personal Injury, Real Estate"
"Majors Law Firm, P.C.",https://www.us-barassociation.org/firms/detail/fad91903c3544338,"The Majors Law Firm, P.C. is located in Jackson Hole, Wyoming, and is dedicated to assisting clients with their Business Planning, Tax Planning, Trust Planning, Estate Planning, and Asset Protection needs. The Majors Law Firm, P.C. serves clients throughout the State of Wyoming and works closely",Phone(s): (307) 733-4117,"125 S King Street, Suite 2A, PO Box 2922
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Real Estate"
"McCrary Law Offices, LLC",https://www.us-barassociation.org/firms/detail/d09bd79ed3cbdacc,"McCrary Law Offices, LLC is dedicated to providing you with quality estate planning resources, so you can become familiar with all of the existing options. When you visit or call our office, we want you to feel comfortable discussing such an important issue concerning both you and your family. We want to arm you with the information you need to make an informed decision about your familys future.

If you have a well-drafted estate plan in place, youll ensure that your estate passes to whom you want, when you want, and is carried out in the manner youve chosen. You can rest assured that your family wont have to endure the public process and costly matter of probate. The government wont be able to take what youve spent a lifetime building. But you need to be aware of the many options that exist in estate planning—and you must choose your attorney wisely.",Phone(s): (307) 472-6900,"111 W. 2nd Street Suite 615
Casper, Wyoming
82601", Wyoming,N/A,"Estate Planning, Family Law, Health Care & Social"
"McKellar, Tiedeken & Scoggin, LLC",https://www.us-barassociation.org/firms/detail/d67abaeb2a4fab14,"McKellar, Tiedeken & Scoggin, LLC has combined experience of more than 75 years in civil litigation. All partners and associates are dedicated to providing our clients with quality legal service and personal attention.

The firm represents insurance companies, corporations, professionals and",Phone(s): (307) 637-5575,"702 Randall Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Employment, Family Law, Litigation, Motor Vehicle Accidents, Personal Injury"
Messenger & Jurovich,https://www.us-barassociation.org/firms/detail/e886b68efdd083e3,"At Messenger & Jurovich, our attorneys have been representing businesses, individuals, and families throughout Wyoming since 1975.

Our firm has made a name for itself by providing aggressive courtroom representation for clients who need a strong advocate in the legal system. Indeed, we frequently handle complex or difficult cases that other lawyers have turned down, taking a team approach that ensures our clients get diligent representation.

When you are considering litigation, results are what count most. We will be happy to meet with you in consultation about your case and discuss how we propose to handle it, and tell you about similar cases we have handled in the past.",Phone(s): (307) 463-4415 or (866) 930-5115,"116 North 5th Street
Thermopolis, Wyoming
82443", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Criminal Defense, Divorce, Employment, Estate Planning, Family Law, Health Care & Social, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Meyer, Shaffer & Stepans, PLLP",https://www.us-barassociation.org/firms/detail/2bb55ab8dddddd53,"The attorneys at Meyer, Shaffer & Stepans are accomplished trial lawyers who represent clients throughout Wyoming, Montana, North Dakota and Colorado. We specialize in personal injury Law, criminal law, wrongful termination, medical malpractice, business disputes, oilfield accidents, and trucking",Phone(s): (307) 734-9544,"3490 Clubhouse Drive, Suite 104
Wilson, Wyoming
83014", Wyoming,N/A,"Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
Murane & Bostwick,https://www.us-barassociation.org/firms/detail/bcead73fc9e4f992,"Murane & Bostwick, LLC is a general practice law firm with offices in Casper and Cheyenne, Wyoming. We represent businesses and individuals as close as our next door neighbors to multi-national corporations and insurers from Tokyo to London.

The firm became a partnership in 1949 and a limited",Phone(s): (307) 234-9345,"201 North Wolcott
Casper, Wyoming
82601", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Employment, Estate Planning, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
Murane & Bostwick,https://www.us-barassociation.org/firms/detail/bee66da765e5e5f7,"Murane & Bostwick, LLC is a general practice law firm with offices in Casper and Cheyenne, Wyoming. We represent businesses and individuals as close as our next door neighbors to multi-national corporations and insurers from Tokyo to London.

The firm became a partnership in 1949 and a limited",Phone(s): (307) 234-9345,"508 West 27th Street
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Employment, Estate Planning, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Nicholas & Tangeman, LLC",https://www.us-barassociation.org/firms/detail/956000d2fd99a748,"Nicholas Law Offices was founded by Philip Nicholas in 1992. The firm's principal client, Mountain Cement Company had suffered a huge loss when its newly installed blend tank silo collapsed shortly after installation. Over the course of the next three years, Nicholas Law Offices prosecuted negligence and product liability claims against third parties inlcuding steel suppliers. The firm won a $6.49 million dollars jury verdict on behalf of Mountain Cement Company against a large national steel company that judgment continues to stand as the largest verdict in Albany County, Wyoming.

Over the years, our firm has grown and continues to grow. Our offices are comprised of three partners, including Philip Nicholas, Jeff Anthony, Jason Tangeman, and two associates, Stacy Rostad-Kasper and Mitch Edwards. Although we continue to represent Mountain Cement Company, our client base has grown to over 200 clients and our practice includes representation in areas of general civil litigation, appellate advocacy, corporate and commercial law, public finance, governmental law, administrative law, real property law, criminal law, natural resources law, federal and state taxation, probate law and estate planning, and family law.

Our firm is located in Laramie, Wyoming and in the historic Charles E. Blair House, a large, beautiful Victorian home located on the corner of 5th and Fremont Streets. The Blair House was built in 1912 and is recorded on the Wyoming Historic Preservation list.",Phone(s): (307) 742-7140,"170 North Fifth St.
Laramie, Wyoming
82073", Wyoming,N/A,"Business Law, Commercial Law, Criminal Defense, Employment, Estate Planning, Government, Intellectual Property, Litigation, Personal Injury, Real Estate"
"Rhodes Law Firm, LLC",https://www.us-barassociation.org/firms/detail/14e3b86f8a373b88,"The Rhodes Law Firm is effective at recovering compensation for personal injury and nursing home negligence clients because Diana Rhodes is not just an attorney, she is a former health care professional. Attorney Rhodes understands the dynamics of the health care industry and the types of injuries patients can suffer.

Our legal team is dedicated to fighting for the rights of victims of accidents, medical malpractice, and nursing home and assisted living center injuries. We are here to help the victims of negligence and their loved ones. Attorney Rhodes has been handling personal injury cases for 20 years, she understands the physical and emotional pain you are going through, and she and her dedicated staff of professionals will guide you every step of the way.",Phone(s): (307) 222-0025,"2515 Warren Avenue Suite 501
Cheyenne, Wyoming
82001", Wyoming,N/A,"Health Care & Social, Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
"Richard A. Erb, Jr., P.C.",https://www.us-barassociation.org/firms/detail/eb4f4162df4105a0,"Richard A. Erb, Jr., P.C., a general practice law firm with emphasis in Estate Planning (Wills, Trusts, Powers of Attorney), Business Planning (LLCs, Corporations, Partnerships), Personal Injury, General Litigation, Probate and Real Estate (Purchase or Sale, Leases, Landlord Issues).",Phone(s): (307) 682-0215,"222 South Gillette Avenue, Suite 310
Gillette, Wyoming
82716", Wyoming,N/A,Estate Planning
"Robert P. Schuster, P.C.",https://www.us-barassociation.org/firms/detail/dc98d4debc523ecc,"Robert P. Schuster, P.C., is a law firm devoted to complex commercial litigation and personal injury cases, including business torts, intellectual property disputes, patent infringement, oil and gas royalty litigation, traumatic brain injury, brain injury, carbon monoxide poisoning, and natural gas",Phone(s): (307) 732-7800,"Suite 204, 250 Veronica Lane, P.O. Box 13160
Jackson, Wyoming
83002", Wyoming,N/A,"Business Law, Industry, Intellectual Property, Litigation, Motor Vehicle Accidents, Personal Injury"
"Robert T. Moxley, P.C.",https://www.us-barassociation.org/firms/detail/90548d9145eaaf6a,"Robert T. Moxley, P.C. is an experienced law firm located in Cheyenne, Wyoming. Attorney Robert Moxley's practice is devoted to protecting his clients' rights. If you are facing criminal charges, serious personal injuries or violations of your civil rights, Mr. Moxley will put his experience and knowledge to work for you. He is often able to craft creative arguments to achieve his clients' legal goals, and legal scholarship is one of his significant strengths.",Phone(s): (307) 632-1112,"2718 Oneil Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Criminal Defense, Employment, Government, Motor Vehicle Accidents, Personal Injury"
Romsa Law Office P.C.,https://www.us-barassociation.org/firms/detail/754becb7b82463c7,"Romsa Law Office, P.C. is a trusted resource for legal service. Located in Cheyenne, Wyoming, Romsa Law Office has served residents throughout Wyoming for over 30 years with strong advocacy for each client’s unique legal challenges.

We are tough, knowledgeable advocates who deliver strong",Phone(s): (307) 433-8777,"2123 Pioneer Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Commercial Law, Criminal Defense, Employment, Estate Planning, Medical Malpractice, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Ross, Ross & Santini, L.L.C.",https://www.us-barassociation.org/firms/detail/e57802ae6b36c712,"Ross, Ross & Santini, L.L.C. is an experienced law firm based in Cheyenne, Wyoming. Our firm was established in 1950 by attorney Vincent Ross, who built a well-earned reputation as one of the most respected and successful criminal defense lawyers in Wyoming. For over five decades, we have continued this tradition of excellence and have expanded our legal services to fit the diverse needs of our growing community.

Supported by an experienced legal staff, our attorneys help clients find effective resolution to their legal problems. In divorce and family law matters, we provide assertive advocacy and thoughtful counsel, helping clients attain their goals. In personal injury cases, we aggressively fight for full, fair compensation. In our insurance defense practice, we draw from decades of experience of providing assertive and efficient representation in a wide range of claims.",Phone(s): (307) 632-8957,"307 East 18th Street
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Criminal Defense, Divorce, Employment, Estate Planning, Family Law, Litigation, Motor Vehicle Accidents, Personal Injury"
Rothgerber Johnson & Lyons LLP,https://www.us-barassociation.org/firms/detail/9e2bf4ba8d249535,"Rothgerber Johnson & Lyons LLP, founded in 1903, is Colorado’s oldest continuously operating legal partnership and is among the state’s ten largest law firms. The firm is headquartered in Denver with additional offices in Colorado Springs, CO; Cheyenne, WY; and Casper WY. The firm has a diversified commercial practice, including litigation, banking, securities, employment, real estate, taxation, international business, and corporate law. The firm has 75 practicing attorneys.",Phone(s): (307) 638-6262,"One Pioneer Center, Ste 210, 2424 Pioneer Ave.
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Criminal Defense, Employment, Industry, Intellectual Property, International Law, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate, Tax"
"Schwartz, Bon, Walker, & Studer, LLC",https://www.us-barassociation.org/firms/detail/3ca0eceab5aae773,"Schwartz, Bon, Walker & Studer, LLC is one of the largest and most distinguished law firms in Wyoming. For over thirty years, the attorneys at Schwartz, Bon, Walker & Studer, LLC have successfully represented and assisted their clients in virtually every type of civil trial work (where people sue each other for money), as well as periodic representation of criminal defendants. The firm’s clients range from large American and international corporations to individuals injured through the fault of others. The firm’s lawyers have represented parties in cases involving personal injury, death, products liability, patent infringement, truck wrecks, explosions, fires, animals and construction—- to name just a few.",Phone(s): (307) 235-6681 or (888) 552-6957,"141 South Center, Suite 500
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Employment, Intellectual Property, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Steven Titus & Associates, PC",https://www.us-barassociation.org/firms/detail/adf1bab9f1ce0d80,"No matter what you are facing or how complex your case, you need a dedicated and knowledgeable advocate to help protect you from potentially life-altering penalties. You can trust us to work tirelessly to build a solid defense based on your unique circumstances.",Phone(s): (307) 257-7800,"207 South Gillette Avenue
Gillette, Wyoming
82716", Wyoming,N/A,"Criminal Defense, Divorce, Motor Vehicle Accidents, Personal Injury"
"Sundahl, Powers, Kapp and Martin, LLC",https://www.us-barassociation.org/firms/detail/96d7e14e60d8fa46,"The firm specializes in civil defense litigation. The attorneys at SPKM have developed expertise in a wide variety of areas, including personal injury, tort liability, professional malpractice, insurance defense, railroads and employment. SPKM also frequently represents both plaintiffs and defendants in construction litigation. The firm has an active administrative law practice, which includes representation of clients before the governmental boards, agencies and bodies.

Our approach is simple - SPKM is committed to providing the highest quality of legal services in the most cost-efficient and effective manner. Our clients, who range from Fortune 500 companies to family farms, benefit from the breadth of experience of SPKM’s attorneys. They receive the expertise and sophistication of a large law firm with the service, responsiveness and personal attention of a small Wyoming law firm regarding nearly any civil legal matter.

SPKM has been honored by the loyalty and respect of long-term clients, who have repeatedly looked to them for advice. The attorneys have also long been recognized by their peers as exemplars of the highest ethical and professional standards. SPKM has the highest rating available from Martindale-Hubbell for professional and ethical standards (AV), and its attorneys are consistently recognized as leaders in their fields by Super Lawyers, Best Lawyers in America and other publications.",Phone(s): (307) 632-6421,"1725 Carey Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Government, Litigation, Medical Malpractice, Personal Injury, Real Estate"
The Fitzgerald Law Firm,https://www.us-barassociation.org/firms/detail/5575bf48c613c168,"Based in Cheyenne, Wyoming, The Fitzgerald Law Firm has numerous advantages over large law firms. We maneuver quickly. We have decentralized decision-making. There is no chain of command. We can quickly target critical vulnerabilities in our opponent's positions.",Phone(s): (307) 634-4000,"2108 Warren Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Medical Malpractice, Personal Injury"
The Kent Spence Law Firm,https://www.us-barassociation.org/firms/detail/2ef2c42e5fa6352b,"The Kent Spence Law Firm preserves justice for the people of Wyoming. For 20 years, Kent has successfully taken on corporations and local, state, and federal governments in civil rights, personal injury, wrongful death, industrial accident, oil field accident, trucking accidents.",Phone(s): (307) 739-3955,"680 South Cache Street, Suite 100
Jackson, Wyoming
83001", Wyoming,N/A,"Motor Vehicle Accidents, Personal Injury"
The Law Offices of Dion J. Custis,https://www.us-barassociation.org/firms/detail/678c7e898055165e,"At Dion J. Custis, P.C., our entire staff is dedicated to helping clients with their legal matters regarding: Criminal Law; Capital Offenses; White Collar Crimes, and, more.",Phone(s): (307) 638-2442,"400 E. 20th St.
Cheyenne, Wyoming
82001", Wyoming,N/A,"Criminal Defense, Employment, Motor Vehicle Accidents, Personal Injury"
"The Law Offices of Steven Dwyert, LLC",https://www.us-barassociation.org/firms/detail/3808ee3b14e19b29,"Call if you have suffered a work-related injury, have recently received a Final Determination from the Wyoming Workers’ Compensation Division, have had an employer object to your Workers’ Compensation benefits, or Just have general questions about your rights as an employee under the Wyoming",Phone(s): (307) 734-0565,"125 East Pearl Street, Suite No. 208
Jackson, Wyoming
83001", Wyoming,N/A,"Divorce, Employment"
The RT Cox Law Firm,https://www.us-barassociation.org/firms/detail/f7a0bd28e4bef208,"Attorney licensed in Wyoming, Montana, and North Dakota. While we operate a general practice, our main focus is energy law, environmental law, surface use issues, and civil litigation. RT Cox has practiced in Gillette, Wyoming for over 20 years. We offer advice and advocacy to keep legal expenses",Phone(s): (307) 682-2500,"901 East Third Street, Suite A
Gillette, Wyoming
82716", Wyoming,N/A,"Business Law, Commercial Law, Government, Litigation, Motor Vehicle Accidents, Real Estate"
"The Salisbury Firm, P.C.",https://www.us-barassociation.org/firms/detail/5a766d4b9398eb79,"The Salisbury Firm, P.C. is an experienced law firm located in Cheyenne, Wyoming. Since its formation in 1991, originally as Riske & Arnold, P.C., the firm has built a strong reputation in the Cheyenne community and throughout Wyoming for efficient, responsive and successful representation of business, governmental and individual clients in a broad range of legal matters. We handle matters in all local, state and Federal courts - including the U.S. Bankruptcy Court. A client engaging our services can expect an honest and accurate appraisal of the matter and a recommendation for resolution in the most practical, direct and economically feasible manner.",Phone(s): (307) 634-2002,"1720 Carey Avenue, Suite 500
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Employment, Estate Planning, Government, Litigation, Personal Injury, Real Estate"
"The Spence Law Firm, LLC",https://www.us-barassociation.org/firms/detail/8deee4e5f9bb3148,"The Spence Law Firm, LLC is a personal injury firm located in Jackson, Wyoming and serving clients across the country. Practice areas encompass industrial and work accidents, oil/gas field and mining accidents, vehicle accidents, railroad and aviation accidents, carbon monoxide poisoning, product",Phone(s): (307) 733-7290,"15 South Jackson Street
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Employment, Industry, Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
"The Throne Law Office, P.C.",https://www.us-barassociation.org/firms/detail/9e1357acd20b6215,"The Throne Law Office, P.C. is an experienced law firm based in Sheridan, Wyoming. By getting results in groundbreaking cases and by representing the top businesses in the industries, the firm has built a reputation that is known well beyond the borders of Wyoming.

The firm features the talents of attorneys S. Thomas Throne, Jacob T. Haseman, James L. Mowry, Matthias Sayer, and Mary Throne. Thomas Throne handles oil and gas law matters, and has been doing so since 1979. Mary Throne, Jacob Haseman, and Matthias Sayer handle environmental law matters. The depth of experience provided by the firm is paired with a commitment to meeting the specific needs of every client the firm serves.

Who are the firm's clients? They include land and mineral rights owners, as well as oil and gas exploration and production companies. More specifically, they include Citation Oil and Gas Company, Infinity Oil and Gas, Lance Oil and Gas Company and more.",Phone(s): (307) 672-5858,"2 North Main Street, Suite 402, P.O. Box 1056
Sheridan, Wyoming
82801", Wyoming,N/A,"Business Law, Industry, Litigation"
"Vehar Law Offices, P.C.",https://www.us-barassociation.org/firms/detail/f85502208b9705cf,"Vehar Law Offices, P.C. is a dedicated law firm providing legal representation in the following areas of practice: Personal Injury, Medical Malpractice, Civil Litigation, Professional Malpractice, Insurance, Wrongful Death",Phone(s): (307) 789-5000,"912 Main Street, P.O. Box 1510
Evanston, Wyoming
82931", Wyoming,N/A,"Business Law, Criminal Defense, Litigation, Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
Whitaker Law Office,https://www.us-barassociation.org/firms/detail/ee029f7b5fdee47b,"The legal process can be very complicated. Whether you have been the victim of an injury resulting from the negligence of another person or if you have been accused of a crime, an aggressive, competent, experienced trial lawyer can make a huge difference in the result.",Phone(s): (307) 265-6204,"536 S. Center Street
Casper, Wyoming
82601", Wyoming,N/A,"Criminal Defense, Litigation, Medical Malpractice, Personal Injury"
"Williams, Porter, Day & Neville, P.C.",https://www.us-barassociation.org/firms/detail/509f8c7f73463f4f,"Williams, Porter, Day & Neville was founded upon the principles of pride in a job well done and maintaining the highest client satisfaction, which results not only in quality representation but also in a fair and reasonable cost for legal services. Pride, professionalism and high ethical standards are the cornerstone of our practice, as is the quality of our attorneys and employees. The Firm has prospered for more than 70 years because our clients depend upon our high standards and integrity.",Phone(s): (307) 265-0700,"159 North Wolcott, Suite 400
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Estate Planning, Litigation, Personal Injury, Real Estate"
"Wolf & Tiedeken, LLC",https://www.us-barassociation.org/firms/detail/47f6fe97c10ecd3f,"The firm has represented clients in cases involving serious and catastrophic personal injury, traumatic brain injury, medical negligence, wrongful death, product liability, auto accidents, truck accidents, auto crash worthiness, premises liability, and work place/industrial accidents in both state",Phone(s): (307) 635-2876,"First Interstate Bank Building, 401 West 19th St, Suite 300
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Motor Vehicle Accidents, Personal Injury"
"Woodard Law Office, P.C.",https://www.us-barassociation.org/firms/detail/e50d38963d0d23cf,"Woodard Law Office, P.C. was founded over thirty years ago. We pride ourselves on providing quality litigation and dispute resolution services to the people and businesses of Wyoming including Laramie, Platte, Albany, Goshen, Carbon, and Converse counties.

Attorney Rhonda Woodard is a past president of the Wyoming Trial Lawyers Association and a past member of the Board of Governors of the Association of Trial Lawyers of America. She has been in private practice in Cheyenne for 28 years and has served on a number of professional and community boards and committees. Our practice includes the following areas: Personal Injury; Wrongful Death; Insurance Claims; and, Appeals.",Phone(s): (307) 634-2731 or (800) 494-2731,"401 West 19th Street, Suite 300
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Government, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Zubrod Law Office, P.C.",https://www.us-barassociation.org/firms/detail/aa58723dd194da65,"Zubrod Law Office, P.C. is a family law firm located in Cheyenne, Wyoming. Firm founder Tracy L. Zubrod has employed a direct and effective approach to the practice of law: First, help clients identify their goals and second to help them reach those objectives. To do this, she provides supportive legal counsel, clear and regular communication, and a firm dedication to getting the best possible results for clients going through divorce.",Phone(s): (307) 778-2557,"1907 House Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Divorce, Family Law, Litigation"
